year,date,day_class,model,horizon_min,n,RMSE,MAE
2023,2023-10-15,mixed,gbm,30,44,32.94378692242318,26.698091064469466
2023,2023-10-16,mixed,persistence,30,93,109.38590780579008,97.26043670408275
2023,2023-10-16,mixed,smart_persistence,30,93,37.13106155907936,21.28418205065609
2023,2023-10-16,mixed,gbm,30,93,29.56463833680376,24.238301845002365
2023,2023-10-17,clear,persistence,30,40,125.80127638364951,116.71662347793244
2023,2023-10-17,clear,smart_persistence,30,40,21.58862442356556,19.52443549102968
2023,2023-10-17,clear,gbm,30,40,29.713650482821272,26.220258085509535
2023,2023-10-18,mixed,persistence,30,86,98.89050044931074,83.47022595516259
2023,2023-10-18,mixed,smart_persistence,30,86,19.858131686996757,17.20488475343476
2023,2023-10-18,mixed,gbm,30,86,26.257615346925117,22.86101651165355
2023,2023-10-19,mixed,persistence,30,29,123.72447868651021,114.51267299285846
2023,2023-10-19,mixed,smart_persistence,30,29,51.404366299381934,27.406672171835456
2023,2023-10-19,mixed,gbm,30,29,25.876172616788093,22.23500797933357
2023,2023-10-25,mixed,persistence,30,26,113.68367521815446,110.28181716373942
2023,2023-10-25,mixed,smart_persistence,30,26,22.387275638274247,20.566773708408217
2023,2023-10-25,mixed,gbm,30,26,27.466241085566043,23.73986929560753
2023,2023-10-26,mixed,persistence,30,95,94.965685533335,81.25173636988677
2023,2023-10-26,mixed,smart_persistence,30,95,17.1426649690165,13.62848242470368
2023,2023-10-26,mixed,gbm,30,95,22.50657126755366,18.877512895237768
2023,2023-10-27,mixed,persistence,30,129,105.86504218204358,94.10460936376312
2023,2023-10-27,mixed,smart_persistence,30,129,24.610735154947545,16.715868084060162
2023,2023-10-27,mixed,gbm,30,129,27.06308568775689,22.828205452642944
2023,2023-10-28,mixed,persistence,30,129,105.25729940220626,95.62206512273823
2023,2023-10-28,mixed,smart_persistence,30,129,45.75937168922911,29.458343835301495
2023,2023-10-28,mixed,gbm,30,129,48.30443062499094,36.84432307554205
2023,2023-10-29,mixed,persistence,30,109,122.03357595565821,92.14652561445482
2023,2023-10-29,mixed,smart_persistence,30,109,72.73480953513018,45.30244254130844
2023,2023-10-29,mixed,gbm,30,109,60.81209764204532,39.03339371697305
2023,2023-10-30,mixed,persistence,30,129,133.41355433205854,93.05755502863647
2023,2023-10-30,mixed,smart_persistence,30,129,89.72054953982881,46.25168159591106
2023,2023-10-30,mixed,gbm,30,129,81.19395193392494,43.833408338253086
2023,2023-10-31,mixed,persistence,30,109,146.9617673229676,101.72559133502604
2023,2023-10-31,mixed,smart_persistence,30,109,122.79434277277772,67.37640210572327
2023,2023-10-31,mixed,gbm,30,109,102.92284724119585,57.01440306015937
2023,2023-11-01,overcast,persistence,30,129,163.36133123827508,119.04671405821796
2023,2023-11-01,overcast,smart_persistence,30,129,150.22214981548996,99.23700852253215
2023,2023-11-01,overcast,gbm,30,129,135.70875299229886,96.9866457834127
