site,horizon_min,method,variant,nominal,scope,n,PICP,PICP_ci_lo,PICP_ci_hi,ACE,ACE_ci_lo,ACE_ci_hi,covers_nominal
yulara,60,mondrian_cqr,static,0.9,all,36794,0.9078,0.8993,0.9159,0.0078,-0.0007,0.0159,yes
yulara,60,mondrian_cqr,static,0.9,clear,19929,0.9085,0.8989,0.9175,0.0085,-0.0011,0.0175,yes
yulara,60,mondrian_cqr,static,0.9,cloudy,3275,0.9224,0.8972,0.9449,0.0224,-0.0028,0.0449,yes
yulara,60,mondrian_cqr,static,0.9,transitional,13590,0.9032,0.8881,0.9176,0.0032,-0.0119,0.0176,yes
yulara,60,aci,anticipative,0.9,all,36794,0.9286,0.926,0.9313,0.0286,0.026,0.0313,no
yulara,60,aci,anticipative,0.9,clear,19929,0.9291,0.9243,0.9338,0.0291,0.0243,0.0338,no
yulara,60,aci,anticipative,0.9,cloudy,3275,0.9313,0.922,0.9398,0.0313,0.022,0.0398,no
yulara,60,aci,anticipative,0.9,transitional,13590,0.9271,0.9235,0.931,0.0271,0.0235,0.031,no
yulara,60,aci_regime,anticipative,0.9,all,36794,0.9192,0.9161,0.9223,0.0192,0.0161,0.0223,no
yulara,60,aci_regime,anticipative,0.9,clear,19929,0.907,0.902,0.9119,0.007,0.002,0.0119,no
yulara,60,aci_regime,anticipative,0.9,cloudy,3275,0.9261,0.914,0.9371,0.0261,0.014,0.0371,no
yulara,60,aci_regime,anticipative,0.9,transitional,13590,0.9354,0.9318,0.9392,0.0354,0.0318,0.0392,no
yulara,60,aci,delayed,0.9,all,36794,0.8998,0.8951,0.9045,-0.0002,-0.0049,0.0045,yes
yulara,60,aci,delayed,0.9,clear,19929,0.8884,0.8787,0.8976,-0.0116,-0.0213,-0.0024,no
yulara,60,aci,delayed,0.9,cloudy,3275,0.9115,0.8898,0.9308,0.0115,-0.0102,0.0308,yes
yulara,60,aci,delayed,0.9,transitional,13590,0.9138,0.9054,0.9219,0.0138,0.0054,0.0219,no
yulara,60,aci_regime,delayed,0.9,all,36794,0.8762,0.8699,0.8824,-0.0238,-0.0301,-0.0176,no
yulara,60,aci_regime,delayed,0.9,clear,19929,0.8509,0.8403,0.8609,-0.0491,-0.0597,-0.0391,no
yulara,60,aci_regime,delayed,0.9,cloudy,3275,0.898,0.8778,0.9154,-0.002,-0.0222,0.0154,yes
yulara,60,aci_regime,delayed,0.9,transitional,13590,0.9082,0.901,0.9157,0.0082,0.001,0.0157,no
yulara,60,icp,static,0.95,all,36794,0.94,0.9309,0.9488,-0.01,-0.0191,-0.0012,no
yulara,60,icp,static,0.95,clear,19929,0.9811,0.9761,0.9855,0.0311,0.0261,0.0355,no
yulara,60,icp,static,0.95,cloudy,3275,0.938,0.9161,0.9558,-0.012,-0.0339,0.0058,yes
yulara,60,icp,static,0.95,transitional,13590,0.8801,0.8654,0.8945,-0.0699,-0.0846,-0.0555,no
yulara,60,icp_norm,static,0.95,all,36794,0.9508,0.9453,0.9561,0.0008,-0.0047,0.0061,yes
yulara,60,icp_norm,static,0.95,clear,19929,0.9568,0.9519,0.9615,0.0068,0.0019,0.0115,no
yulara,60,icp_norm,static,0.95,cloudy,3275,0.9725,0.9575,0.984,0.0225,0.0075,0.034,no
yulara,60,icp_norm,static,0.95,transitional,13590,0.9368,0.9258,0.9475,-0.0132,-0.0242,-0.0025,no
yulara,60,mondrian,static,0.95,all,36794,0.9461,0.9389,0.953,-0.0039,-0.0111,0.003,yes
yulara,60,mondrian,static,0.95,clear,19929,0.9433,0.9324,0.9532,-0.0067,-0.0176,0.0032,yes
yulara,60,mondrian,static,0.95,cloudy,3275,0.9576,0.9395,0.9715,0.0076,-0.0105,0.0215,yes
yulara,60,mondrian,static,0.95,transitional,13590,0.9474,0.9378,0.9565,-0.0026,-0.0122,0.0065,yes
yulara,60,cqr,static,0.95,all,36794,0.9522,0.9456,0.9582,0.0022,-0.0044,0.0082,yes
yulara,60,cqr,static,0.95,clear,19929,0.946,0.9386,0.953,-0.004,-0.0114,0.003,yes
yulara,60,cqr,static,0.95,cloudy,3275,0.9915,0.9858,0.9961,0.0415,0.0358,0.0461,no
yulara,60,cqr,static,0.95,transitional,13590,0.9518,0.9398,0.9629,0.0018,-0.0102,0.0129,yes
yulara,60,mondrian_cqr,static,0.95,all,36794,0.9525,0.946,0.9584,0.0025,-0.004,0.0084,yes
yulara,60,mondrian_cqr,static,0.95,clear,19929,0.9545,0.9479,0.9609,0.0045,-0.0021,0.0109,yes
yulara,60,mondrian_cqr,static,0.95,cloudy,3275,0.9658,0.9501,0.9794,0.0158,0.0001,0.0294,no
yulara,60,mondrian_cqr,static,0.95,transitional,13590,0.9462,0.9336,0.958,-0.0038,-0.0164,0.008,yes
yulara,60,aci,anticipative,0.95,all,36794,0.973,0.971,0.9749,0.023,0.021,0.0249,no
yulara,60,aci,anticipative,0.95,clear,19929,0.9775,0.9744,0.9804,0.0275,0.0244,0.0304,no
yulara,60,aci,anticipative,0.95,cloudy,3275,0.9704,0.9639,0.9764,0.0204,0.0139,0.0264,no
yulara,60,aci,anticipative,0.95,transitional,13590,0.9669,0.9645,0.9693,0.0169,0.0145,0.0193,no
yulara,60,aci_regime,anticipative,0.95,all,36794,0.9644,0.9625,0.9663,0.0144,0.0125,0.0163,no
yulara,60,aci_regime,anticipative,0.95,clear,19929,0.9591,0.956,0.9621,0.0091,0.006,0.0121,no
yulara,60,aci_regime,anticipative,0.95,cloudy,3275,0.9679,0.961,0.9743,0.0179,0.011,0.0243,no
yulara,60,aci_regime,anticipative,0.95,transitional,13590,0.9712,0.969,0.9736,0.0212,0.019,0.0236,no
yulara,60,aci,delayed,0.95,all,36794,0.9511,0.9471,0.9552,0.0011,-0.0029,0.0052,yes
yulara,60,aci,delayed,0.95,clear,19929,0.9534,0.9461,0.9602,0.0034,-0.0039,0.0102,yes
yulara,60,aci,delayed,0.95,cloudy,3275,0.9515,0.9355,0.9655,0.0015,-0.0145,0.0155,yes
yulara,60,aci,delayed,0.95,transitional,13590,0.9478,0.9414,0.9538,-0.0022,-0.0086,0.0038,yes
yulara,60,aci_regime,delayed,0.95,all,36794,0.9221,0.9165,0.9275,-0.0279,-0.0335,-0.0225,no
yulara,60,aci_regime,delayed,0.95,clear,19929,0.9013,0.8919,0.9103,-0.0487,-0.0581,-0.0397,no
yulara,60,aci_regime,delayed,0.95,cloudy,3275,0.9368,0.9196,0.9516,-0.0132,-0.0304,0.0016,yes
yulara,60,aci_regime,delayed,0.95,transitional,13590,0.949,0.943,0.9549,-0.001,-0.007,0.0049,yes
yulara,5,icp,static,0.8,all,40905,0.7643,0.744,0.7851,-0.0357,-0.056,-0.0149,no
yulara,5,icp,static,0.8,clear,21783,0.9136,0.9041,0.9226,0.1136,0.1041,0.1226,no
yulara,5,icp,static,0.8,cloudy,3686,0.8885,0.8659,0.9088,0.0885,0.0659,0.1088,no
yulara,5,icp,static,0.8,transitional,15436,0.5238,0.5027,0.5464,-0.2762,-0.2973,-0.2536,no
yulara,5,icp_norm,static,0.8,all,40905,0.7766,0.7591,0.7945,-0.0234,-0.0409,-0.0055,no
yulara,5,icp_norm,static,0.8,clear,21783,0.9075,0.8987,0.9159,0.1075,0.0987,0.1159,no
yulara,5,icp_norm,static,0.8,cloudy,3686,0.9384,0.9241,0.95,0.1384,0.1241,0.15,no
yulara,5,icp_norm,static,0.8,transitional,15436,0.5532,0.5317,0.5752,-0.2468,-0.2683,-0.2248,no
yulara,5,mondrian,static,0.8,all,40905,0.7984,0.7862,0.8108,-0.0016,-0.0138,0.0108,yes
yulara,5,mondrian,static,0.8,clear,21783,0.8139,0.7972,0.8293,0.0139,-0.0028,0.0293,yes
yulara,5,mondrian,static,0.8,cloudy,3686,0.8177,0.7893,0.8449,0.0177,-0.0107,0.0449,yes
yulara,5,mondrian,static,0.8,transitional,15436,0.7718,0.7572,0.7875,-0.0282,-0.0428,-0.0125,no
yulara,5,cqr,static,0.8,all,40905,0.8021,0.7934,0.8109,0.0021,-0.0066,0.0109,yes
yulara,5,cqr,static,0.8,clear,21783,0.8179,0.8079,0.8277,0.0179,0.0079,0.0277,no
yulara,5,cqr,static,0.8,cloudy,3686,0.8437,0.8189,0.8664,0.0437,0.0189,0.0664,no
yulara,5,cqr,static,0.8,transitional,15436,0.7698,0.7567,0.7823,-0.0302,-0.0433,-0.0177,no
yulara,5,mondrian_cqr,static,0.8,all,40905,0.803,0.7943,0.8115,0.003,-0.0057,0.0115,yes
yulara,5,mondrian_cqr,static,0.8,clear,21783,0.8093,0.7992,0.8192,0.0093,-0.0008,0.0192,yes
yulara,5,mondrian_cqr,static,0.8,cloudy,3686,0.8383,0.8134,0.861,0.0383,0.0134,0.061,no
yulara,5,mondrian_cqr,static,0.8,transitional,15436,0.7856,0.7725,0.7982,-0.0144,-0.0275,-0.0018,no
yulara,5,aci,anticipative,0.8,all,40905,0.8096,0.8068,0.8124,0.0096,0.0068,0.0124,no
yulara,5,aci,anticipative,0.8,clear,21783,0.804,0.7985,0.8096,0.004,-0.0015,0.0096,yes
yulara,5,aci,anticipative,0.8,cloudy,3686,0.8562,0.8432,0.8698,0.0562,0.0432,0.0698,no
yulara,5,aci,anticipative,0.8,transitional,15436,0.8063,0.8007,0.8119,0.0063,0.0007,0.0119,no
yulara,5,aci_regime,anticipative,0.8,all,40905,0.8069,0.8028,0.8109,0.0069,0.0028,0.0109,no
yulara,5,aci_regime,anticipative,0.8,clear,21783,0.7822,0.7761,0.7882,-0.0178,-0.0239,-0.0118,no
yulara,5,aci_regime,anticipative,0.8,cloudy,3686,0.8277,0.8155,0.8394,0.0277,0.0155,0.0394,no
yulara,5,aci_regime,anticipative,0.8,transitional,15436,0.8368,0.8322,0.8421,0.0368,0.0322,0.0421,no
yulara,5,aci,delayed,0.8,all,40905,0.8096,0.8068,0.8124,0.0096,0.0068,0.0124,no
yulara,5,aci,delayed,0.8,clear,21783,0.804,0.7985,0.8096,0.004,-0.0015,0.0096,yes
yulara,5,aci,delayed,0.8,cloudy,3686,0.8562,0.8432,0.8698,0.0562,0.0432,0.0698,no
yulara,5,aci,delayed,0.8,transitional,15436,0.8063,0.8007,0.8119,0.0063,0.0007,0.0119,no
yulara,5,aci_regime,delayed,0.8,all,40905,0.8069,0.8028,0.8109,0.0069,0.0028,0.0109,no
yulara,5,aci_regime,delayed,0.8,clear,21783,0.7822,0.7761,0.7882,-0.0178,-0.0239,-0.0118,no
yulara,5,aci_regime,delayed,0.8,cloudy,3686,0.8277,0.8155,0.8394,0.0277,0.0155,0.0394,no
yulara,5,aci_regime,delayed,0.8,transitional,15436,0.8368,0.8322,0.8421,0.0368,0.0322,0.0421,no
yulara,5,icp,static,0.9,all,40905,0.8763,0.8624,0.8907,-0.0237,-0.0376,-0.0093,no
yulara,5,icp,static,0.9,clear,21783,0.9763,0.9719,0.9801,0.0763,0.0719,0.0801,no
yulara,5,icp,static,0.9,cloudy,3686,0.9696,0.9607,0.9769,0.0696,0.0607,0.0769,no
yulara,5,icp,static,0.9,transitional,15436,0.7131,0.6962,0.7311,-0.1869,-0.2038,-0.1689,no
yulara,5,icp_norm,static,0.9,all,40905,0.8909,0.8812,0.9005,-0.0091,-0.0188,0.0005,yes
yulara,5,icp_norm,static,0.9,clear,21783,0.9406,0.9339,0.947,0.0406,0.0339,0.047,no
yulara,5,icp_norm,static,0.9,cloudy,3686,0.984,0.9776,0.9886,0.084,0.0776,0.0886,no
yulara,5,icp_norm,static,0.9,transitional,15436,0.7985,0.7819,0.8148,-0.1015,-0.1181,-0.0852,no
yulara,5,mondrian,static,0.9,all,40905,0.8878,0.8798,0.8957,-0.0122,-0.0202,-0.0043,no
yulara,5,mondrian,static,0.9,clear,21783,0.8899,0.8784,0.9007,-0.0101,-0.0216,0.0007,yes
yulara,5,mondrian,static,0.9,cloudy,3686,0.901,0.8804,0.9192,0.001,-0.0196,0.0192,yes
yulara,5,mondrian,static,0.9,transitional,15436,0.8816,0.8711,0.8926,-0.0184,-0.0289,-0.0074,no
yulara,5,cqr,static,0.9,all,40905,0.8988,0.8915,0.9057,-0.0012,-0.0085,0.0057,yes
yulara,5,cqr,static,0.9,clear,21783,0.904,0.8947,0.9128,0.004,-0.0053,0.0128,yes
yulara,5,cqr,static,0.9,cloudy,3686,0.949,0.9361,0.9604,0.049,0.0361,0.0604,no
yulara,5,cqr,static,0.9,transitional,15436,0.8794,0.8677,0.8902,-0.0206,-0.0323,-0.0098,no
yulara,5,mondrian_cqr,static,0.9,all,40905,0.9004,0.8932,0.9073,0.0004,-0.0068,0.0073,yes
yulara,5,mondrian_cqr,static,0.9,clear,21783,0.8978,0.8883,0.9067,-0.0022,-0.0117,0.0067,yes
yulara,5,mondrian_cqr,static,0.9,cloudy,3686,0.9167,0.9001,0.9318,0.0167,0.0001,0.0318,no
yulara,5,mondrian_cqr,static,0.9,transitional,15436,0.9002,0.8895,0.9105,0.0002,-0.0105,0.0105,yes
yulara,5,aci,anticipative,0.9,all,40905,0.9137,0.9116,0.9159,0.0137,0.0116,0.0159,no
yulara,5,aci,anticipative,0.9,clear,21783,0.9153,0.9111,0.9195,0.0153,0.0111,0.0195,no
yulara,5,aci,anticipative,0.9,cloudy,3686,0.9425,0.9347,0.9502,0.0425,0.0347,0.0502,no
yulara,5,aci,anticipative,0.9,transitional,15436,0.9045,0.9007,0.9082,0.0045,0.0007,0.0082,no
yulara,5,aci_regime,anticipative,0.9,all,40905,0.9067,0.9041,0.9095,0.0067,0.0041,0.0095,no
yulara,5,aci_regime,anticipative,0.9,clear,21783,0.8939,0.8895,0.8982,-0.0061,-0.0105,-0.0018,no
yulara,5,aci_regime,anticipative,0.9,cloudy,3686,0.9126,0.903,0.9211,0.0126,0.003,0.0211,no
yulara,5,aci_regime,anticipative,0.9,transitional,15436,0.9235,0.9208,0.9266,0.0235,0.0208,0.0266,no
yulara,5,aci,delayed,0.9,all,40905,0.9137,0.9116,0.9159,0.0137,0.0116,0.0159,no
yulara,5,aci,delayed,0.9,clear,21783,0.9153,0.9111,0.9195,0.0153,0.0111,0.0195,no
yulara,5,aci,delayed,0.9,cloudy,3686,0.9425,0.9347,0.9502,0.0425,0.0347,0.0502,no
yulara,5,aci,delayed,0.9,transitional,15436,0.9045,0.9007,0.9082,0.0045,0.0007,0.0082,no
yulara,5,aci_regime,delayed,0.9,all,40905,0.9067,0.9041,0.9095,0.0067,0.0041,0.0095,no
yulara,5,aci_regime,delayed,0.9,clear,21783,0.8939,0.8895,0.8982,-0.0061,-0.0105,-0.0018,no
yulara,5,aci_regime,delayed,0.9,cloudy,3686,0.9126,0.903,0.9211,0.0126,0.003,0.0211,no
yulara,5,aci_regime,delayed,0.9,transitional,15436,0.9235,0.9208,0.9266,0.0235,0.0208,0.0266,no
yulara,5,icp,static,0.95,all,40905,0.9347,0.9261,0.9433,-0.0153,-0.0239,-0.0067,no
yulara,5,icp,static,0.95,clear,21783,0.9899,0.9877,0.9919,0.0399,0.0377,0.0419,no
yulara,5,icp,static,0.95,cloudy,3686,0.9883,0.9838,0.9919,0.0383,0.0338,0.0419,no
yulara,5,icp,static,0.95,transitional,15436,0.8439,0.8317,0.8567,-0.1061,-0.1183,-0.0933,no
yulara,5,icp_norm,static,0.95,all,40905,0.9475,0.942,0.9527,-0.0025,-0.008,0.0027,yes
yulara,5,icp_norm,static,0.95,clear,21783,0.9591,0.9537,0.9643,0.0091,0.0037,0.0143,no
yulara,5,icp_norm,static,0.95,cloudy,3686,0.9919,0.9879,0.9948,0.0419,0.0379,0.0448,no
yulara,5,icp_norm,static,0.95,transitional,15436,0.9204,0.91,0.9304,-0.0296,-0.04,-0.0196,no
yulara,5,mondrian,static,0.95,all,40905,0.9441,0.939,0.9492,-0.0059,-0.011,-0.0008,no
yulara,5,mondrian,static,0.95,clear,21783,0.9443,0.9371,0.951,-0.0057,-0.0129,0.001,yes
yulara,5,mondrian,static,0.95,cloudy,3686,0.9552,0.9433,0.9652,0.0052,-0.0067,0.0152,yes
yulara,5,mondrian,static,0.95,transitional,15436,0.9413,0.9337,0.9488,-0.0087,-0.0163,-0.0012,no
yulara,5,cqr,static,0.95,all,40905,0.9495,0.9437,0.9551,-0.0005,-0.0063,0.0051,yes
yulara,5,cqr,static,0.95,clear,21783,0.9406,0.9329,0.9481,-0.0094,-0.0171,-0.0019,no
yulara,5,cqr,static,0.95,cloudy,3686,0.9919,0.988,0.9948,0.0419,0.038,0.0448,no
yulara,5,cqr,static,0.95,transitional,15436,0.9518,0.9435,0.9595,0.0018,-0.0065,0.0095,yes
yulara,5,mondrian_cqr,static,0.95,all,40905,0.9497,0.9442,0.9551,-0.0003,-0.0058,0.0051,yes
yulara,5,mondrian_cqr,static,0.95,clear,21783,0.95,0.9428,0.9568,0.0,-0.0072,0.0068,yes
yulara,5,mondrian_cqr,static,0.95,cloudy,3686,0.9623,0.9525,0.9712,0.0123,0.0025,0.0212,no
yulara,5,mondrian_cqr,static,0.95,transitional,15436,0.9464,0.9372,0.9547,-0.0036,-0.0128,0.0047,yes
yulara,5,aci,anticipative,0.95,all,40905,0.9623,0.9608,0.9639,0.0123,0.0108,0.0139,no
yulara,5,aci,anticipative,0.95,clear,21783,0.9658,0.9634,0.9682,0.0158,0.0134,0.0182,no
yulara,5,aci,anticipative,0.95,cloudy,3686,0.9799,0.9745,0.9849,0.0299,0.0245,0.0349,no
yulara,5,aci,anticipative,0.95,transitional,15436,0.9531,0.9509,0.9553,0.0031,0.0009,0.0053,no
yulara,5,aci_regime,anticipative,0.95,all,40905,0.9551,0.9534,0.9568,0.0051,0.0034,0.0068,no
yulara,5,aci_regime,anticipative,0.95,clear,21783,0.9486,0.946,0.9512,-0.0014,-0.004,0.0012,yes
yulara,5,aci_regime,anticipative,0.95,cloudy,3686,0.9571,0.9504,0.9629,0.0071,0.0004,0.0129,no
yulara,5,aci_regime,anticipative,0.95,transitional,15436,0.9637,0.962,0.9656,0.0137,0.012,0.0156,no
yulara,5,aci,delayed,0.95,all,40905,0.9623,0.9608,0.9639,0.0123,0.0108,0.0139,no
yulara,5,aci,delayed,0.95,clear,21783,0.9658,0.9634,0.9682,0.0158,0.0134,0.0182,no
yulara,5,aci,delayed,0.95,cloudy,3686,0.9799,0.9745,0.9849,0.0299,0.0245,0.0349,no
yulara,5,aci,delayed,0.95,transitional,15436,0.9531,0.9509,0.9553,0.0031,0.0009,0.0053,no
yulara,5,aci_regime,delayed,0.95,all,40905,0.9551,0.9534,0.9568,0.0051,0.0034,0.0068,no
yulara,5,aci_regime,delayed,0.95,clear,21783,0.9486,0.946,0.9512,-0.0014,-0.004,0.0012,yes
yulara,5,aci_regime,delayed,0.95,cloudy,3686,0.9571,0.9504,0.9629,0.0071,0.0004,0.0129,no
yulara,5,aci_regime,delayed,0.95,transitional,15436,0.9637,0.962,0.9656,0.0137,0.012,0.0156,no
yulara,15,icp,static,0.8,all,40094,0.7601,0.7381,0.7827,-0.0399,-0.0619,-0.0173,no
yulara,15,icp,static,0.8,clear,21496,0.9293,0.9194,0.9384,0.1293,0.1194,0.1384,no
yulara,15,icp,static,0.8,cloudy,3610,0.7986,0.7686,0.825,-0.0014,-0.0314,0.025,yes
yulara,15,icp,static,0.8,transitional,14988,0.5081,0.4882,0.5296,-0.2919,-0.3118,-0.2704,no
yulara,15,icp_norm,static,0.8,all,40094,0.7767,0.7593,0.7941,-0.0233,-0.0407,-0.0059,no
yulara,15,icp_norm,static,0.8,clear,21496,0.9102,0.9023,0.9177,0.1102,0.1023,0.1177,no
yulara,15,icp_norm,static,0.8,cloudy,3610,0.8748,0.8498,0.8948,0.0748,0.0498,0.0948,no
yulara,15,icp_norm,static,0.8,transitional,14988,0.5617,0.5406,0.5835,-0.2383,-0.2594,-0.2165,no
yulara,15,mondrian,static,0.8,all,40094,0.7919,0.7792,0.8046,-0.0081,-0.0208,0.0046,yes
yulara,15,mondrian,static,0.8,clear,21496,0.8001,0.781,0.8175,0.0001,-0.019,0.0175,yes
yulara,15,mondrian,static,0.8,cloudy,3610,0.8025,0.7729,0.8288,0.0025,-0.0271,0.0288,yes
yulara,15,mondrian,static,0.8,transitional,14988,0.7775,0.7623,0.7936,-0.0225,-0.0377,-0.0064,no
yulara,15,cqr,static,0.8,all,40094,0.8087,0.7993,0.8178,0.0087,-0.0007,0.0178,yes
yulara,15,cqr,static,0.8,clear,21496,0.8315,0.8215,0.8413,0.0315,0.0215,0.0413,no
yulara,15,cqr,static,0.8,cloudy,3610,0.8404,0.8154,0.8619,0.0404,0.0154,0.0619,no
yulara,15,cqr,static,0.8,transitional,14988,0.7683,0.7535,0.7826,-0.0317,-0.0465,-0.0174,no
yulara,15,mondrian_cqr,static,0.8,all,40094,0.8114,0.8024,0.8201,0.0114,0.0024,0.0201,no
yulara,15,mondrian_cqr,static,0.8,clear,21496,0.8212,0.8112,0.8309,0.0212,0.0112,0.0309,no
yulara,15,mondrian_cqr,static,0.8,cloudy,3610,0.8235,0.7976,0.8462,0.0235,-0.0024,0.0462,yes
yulara,15,mondrian_cqr,static,0.8,transitional,14988,0.7945,0.7798,0.8086,-0.0055,-0.0202,0.0086,yes
yulara,15,aci,anticipative,0.8,all,40094,0.8146,0.812,0.8173,0.0146,0.012,0.0173,no
yulara,15,aci,anticipative,0.8,clear,21496,0.8048,0.7993,0.8102,0.0048,-0.0007,0.0102,yes
yulara,15,aci,anticipative,0.8,cloudy,3610,0.8316,0.8156,0.8465,0.0316,0.0156,0.0465,no
yulara,15,aci,anticipative,0.8,transitional,14988,0.8247,0.819,0.8305,0.0247,0.019,0.0305,no
yulara,15,aci_regime,anticipative,0.8,all,40094,0.8068,0.8029,0.8107,0.0068,0.0029,0.0107,no
yulara,15,aci_regime,anticipative,0.8,clear,21496,0.7801,0.7742,0.7861,-0.0199,-0.0258,-0.0139,no
yulara,15,aci_regime,anticipative,0.8,cloudy,3610,0.818,0.8022,0.8317,0.018,0.0022,0.0317,no
yulara,15,aci_regime,anticipative,0.8,transitional,14988,0.8423,0.8372,0.8479,0.0423,0.0372,0.0479,no
yulara,15,aci,delayed,0.8,all,40094,0.8108,0.808,0.8135,0.0108,0.008,0.0135,no
yulara,15,aci,delayed,0.8,clear,21496,0.7999,0.7939,0.8057,-0.0001,-0.0061,0.0057,yes
yulara,15,aci,delayed,0.8,cloudy,3610,0.8252,0.8077,0.8414,0.0252,0.0077,0.0414,no
yulara,15,aci,delayed,0.8,transitional,14988,0.8229,0.8168,0.8291,0.0229,0.0168,0.0291,no
yulara,15,aci_regime,delayed,0.8,all,40094,0.8023,0.7981,0.8065,0.0023,-0.0019,0.0065,yes
yulara,15,aci_regime,delayed,0.8,clear,21496,0.7732,0.7665,0.7797,-0.0268,-0.0335,-0.0203,no
yulara,15,aci_regime,delayed,0.8,cloudy,3610,0.815,0.798,0.8298,0.015,-0.002,0.0298,yes
yulara,15,aci_regime,delayed,0.8,transitional,14988,0.8409,0.8357,0.8467,0.0409,0.0357,0.0467,no
yulara,15,icp,static,0.9,all,40094,0.8755,0.861,0.8902,-0.0245,-0.039,-0.0098,no
yulara,15,icp,static,0.9,clear,21496,0.9779,0.9736,0.9818,0.0779,0.0736,0.0818,no
yulara,15,icp,static,0.9,cloudy,3610,0.931,0.9149,0.9449,0.031,0.0149,0.0449,no
yulara,15,icp,static,0.9,transitional,14988,0.7152,0.6979,0.7337,-0.1848,-0.2021,-0.1663,no
yulara,15,icp_norm,static,0.9,all,40094,0.8886,0.8786,0.8985,-0.0114,-0.0214,-0.0015,no
yulara,15,icp_norm,static,0.9,clear,21496,0.9422,0.9363,0.9479,0.0422,0.0363,0.0479,no
yulara,15,icp_norm,static,0.9,cloudy,3610,0.959,0.9449,0.9696,0.059,0.0449,0.0696,no
yulara,15,icp_norm,static,0.9,transitional,14988,0.7948,0.7784,0.8114,-0.1052,-0.1216,-0.0886,no
yulara,15,mondrian,static,0.9,all,40094,0.8916,0.8831,0.9002,-0.0084,-0.0169,0.0002,yes
yulara,15,mondrian,static,0.9,clear,21496,0.8942,0.8814,0.9058,-0.0058,-0.0186,0.0058,yes
yulara,15,mondrian,static,0.9,cloudy,3610,0.9042,0.8834,0.9219,0.0042,-0.0166,0.0219,yes
yulara,15,mondrian,static,0.9,transitional,14988,0.8848,0.8732,0.8965,-0.0152,-0.0268,-0.0035,no
yulara,15,cqr,static,0.9,all,40094,0.8998,0.8922,0.9069,-0.0002,-0.0078,0.0069,yes
yulara,15,cqr,static,0.9,clear,21496,0.9005,0.8918,0.909,0.0005,-0.0082,0.009,yes
yulara,15,cqr,static,0.9,cloudy,3610,0.9524,0.9403,0.9627,0.0524,0.0403,0.0627,no
yulara,15,cqr,static,0.9,transitional,14988,0.886,0.8734,0.8982,-0.014,-0.0266,-0.0018,no
yulara,15,mondrian_cqr,static,0.9,all,40094,0.8995,0.8923,0.9065,-0.0005,-0.0077,0.0065,yes
yulara,15,mondrian_cqr,static,0.9,clear,21496,0.8994,0.8907,0.9079,-0.0006,-0.0093,0.0079,yes
yulara,15,mondrian_cqr,static,0.9,cloudy,3610,0.915,0.8983,0.9299,0.015,-0.0017,0.0299,yes
yulara,15,mondrian_cqr,static,0.9,transitional,14988,0.896,0.8837,0.9078,-0.004,-0.0163,0.0078,yes
yulara,15,aci,anticipative,0.9,all,40094,0.9187,0.9166,0.9209,0.0187,0.0166,0.0209,no
yulara,15,aci,anticipative,0.9,clear,21496,0.9178,0.9136,0.9219,0.0178,0.0136,0.0219,no
yulara,15,aci,anticipative,0.9,cloudy,3610,0.9269,0.9159,0.937,0.0269,0.0159,0.037,no
yulara,15,aci,anticipative,0.9,transitional,14988,0.9179,0.9144,0.9215,0.0179,0.0144,0.0215,no
yulara,15,aci_regime,anticipative,0.9,all,40094,0.9074,0.9049,0.9099,0.0074,0.0049,0.0099,no
yulara,15,aci_regime,anticipative,0.9,clear,21496,0.8932,0.8892,0.8972,-0.0068,-0.0108,-0.0028,no
yulara,15,aci_regime,anticipative,0.9,cloudy,3610,0.9108,0.8988,0.921,0.0108,-0.0012,0.021,yes
yulara,15,aci_regime,anticipative,0.9,transitional,14988,0.9269,0.9237,0.9303,0.0269,0.0237,0.0303,no
yulara,15,aci,delayed,0.9,all,40094,0.9137,0.9115,0.916,0.0137,0.0115,0.016,no
yulara,15,aci,delayed,0.9,clear,21496,0.9101,0.9055,0.9147,0.0101,0.0055,0.0147,no
yulara,15,aci,delayed,0.9,cloudy,3610,0.9241,0.9116,0.9357,0.0241,0.0116,0.0357,no
yulara,15,aci,delayed,0.9,transitional,14988,0.9164,0.9122,0.9208,0.0164,0.0122,0.0208,no
yulara,15,aci_regime,delayed,0.9,all,40094,0.9001,0.8972,0.9031,0.0001,-0.0028,0.0031,yes
yulara,15,aci_regime,delayed,0.9,clear,21496,0.8832,0.8785,0.8879,-0.0168,-0.0215,-0.0121,no
yulara,15,aci_regime,delayed,0.9,cloudy,3610,0.905,0.8914,0.9166,0.005,-0.0086,0.0166,yes
yulara,15,aci_regime,delayed,0.9,transitional,14988,0.9231,0.9197,0.9269,0.0231,0.0197,0.0269,no
yulara,15,icp,static,0.95,all,40094,0.9363,0.9277,0.9449,-0.0137,-0.0223,-0.0051,no
yulara,15,icp,static,0.95,clear,21496,0.988,0.9853,0.9903,0.038,0.0353,0.0403,no
yulara,15,icp,static,0.95,cloudy,3610,0.9737,0.9649,0.9811,0.0237,0.0149,0.0311,no
yulara,15,icp,static,0.95,transitional,14988,0.8533,0.8405,0.8667,-0.0967,-0.1095,-0.0833,no
yulara,15,icp_norm,static,0.95,all,40094,0.9455,0.94,0.9507,-0.0045,-0.01,0.0007,yes
yulara,15,icp_norm,static,0.95,clear,21496,0.9592,0.9543,0.9639,0.0092,0.0043,0.0139,no
