site,method,variant,horizon_min,nominal,scope,n,PICP,ACE,PINAW,Winkler
yulara,mondrian,static,5,0.8,transitional,15436,0.7718,-0.0282,0.173,497.19
yulara,mondrian,static,5,0.8,cloudy,3686,0.8177,0.0177,0.0604,137.66
yulara,cqr,static,5,0.8,all,40905,0.8021,0.0021,0.1005,228.58
yulara,cqr,static,5,0.8,clear,21783,0.8179,0.0179,0.0532,130.64
yulara,cqr,static,5,0.8,transitional,15436,0.7698,-0.0302,0.1807,386.7
yulara,cqr,static,5,0.8,cloudy,3686,0.8437,0.0437,0.0928,145.15
yulara,mondrian_cqr,static,5,0.8,all,40905,0.803,0.003,0.1013,228.39
yulara,mondrian_cqr,static,5,0.8,clear,21783,0.8093,0.0093,0.0528,130.61
yulara,mondrian_cqr,static,5,0.8,transitional,15436,0.7856,-0.0144,0.1835,386.29
yulara,mondrian_cqr,static,5,0.8,cloudy,3686,0.8383,0.0383,0.0921,145.0
yulara,cqr,rearranged,5,0.8,all,40905,0.8034,0.0034,0.0997,227.35
yulara,cqr,rearranged,5,0.8,clear,21783,0.8204,0.0204,0.0516,128.58
yulara,cqr,rearranged,5,0.8,transitional,15436,0.77,-0.03,0.1805,386.47
yulara,cqr,rearranged,5,0.8,cloudy,3686,0.8432,0.0432,0.0925,144.66
yulara,mondrian_cqr,rearranged,5,0.8,all,40905,0.8041,0.0041,0.1005,227.15
yulara,mondrian_cqr,rearranged,5,0.8,clear,21783,0.8109,0.0109,0.0513,128.55
yulara,mondrian_cqr,rearranged,5,0.8,transitional,15436,0.7871,-0.0129,0.1835,386.04
yulara,mondrian_cqr,rearranged,5,0.8,cloudy,3686,0.8348,0.0348,0.0915,144.46
yulara,aci,anticipative,5,0.8,all,40905,0.8096,0.0096,0.1091,241.01
yulara,aci,anticipative,5,0.8,clear,21783,0.804,0.004,0.0334,87.42
yulara,aci,anticipative,5,0.8,transitional,15436,0.8063,0.0063,0.2319,483.96
yulara,aci,anticipative,5,0.8,cloudy,3686,0.8562,0.0562,0.0767,131.29
yulara,aci_regime,anticipative,5,0.8,all,40905,0.8069,0.0069,0.104,238.25
yulara,aci_regime,anticipative,5,0.8,clear,21783,0.7822,-0.0178,0.0366,97.31
yulara,aci_regime,anticipative,5,0.8,transitional,15436,0.8368,0.0368,0.2161,462.4
yulara,aci_regime,anticipative,5,0.8,cloudy,3686,0.8277,0.0277,0.0662,132.46
yulara,aci_g0.01,anticipative,5,0.8,all,40905,0.8096,0.0096,0.0823,268.56
yulara,aci_g0.02,anticipative,5,0.8,all,40905,0.8133,0.0133,0.091,250.53
yulara,aci_g0.05,anticipative,5,0.8,all,40905,0.8096,0.0096,0.1091,241.01
yulara,aci_g0.1,anticipative,5,0.8,all,40905,0.8077,0.0077,0.1345,261.57
yulara,aci,delayed,5,0.8,all,40905,0.8096,0.0096,0.1091,241.01
yulara,aci,delayed,5,0.8,clear,21783,0.804,0.004,0.0334,87.42
yulara,aci,delayed,5,0.8,transitional,15436,0.8063,0.0063,0.2319,483.96
yulara,aci,delayed,5,0.8,cloudy,3686,0.8562,0.0562,0.0767,131.29
yulara,aci_regime,delayed,5,0.8,all,40905,0.8069,0.0069,0.104,238.25
yulara,aci_regime,delayed,5,0.8,clear,21783,0.7822,-0.0178,0.0366,97.31
yulara,aci_regime,delayed,5,0.8,transitional,15436,0.8368,0.0368,0.2161,462.4
yulara,aci_regime,delayed,5,0.8,cloudy,3686,0.8277,0.0277,0.0662,132.46
yulara,aci_g0.01,delayed,5,0.8,all,40905,0.8096,0.0096,0.0823,268.56
yulara,aci_g0.02,delayed,5,0.8,all,40905,0.8133,0.0133,0.091,250.53
yulara,aci_g0.05,delayed,5,0.8,all,40905,0.8096,0.0096,0.1091,241.01
yulara,aci_g0.1,delayed,5,0.8,all,40905,0.8077,0.0077,0.1345,261.57
yulara,icp,static,5,0.9,all,40905,0.8763,-0.0237,0.14,462.43
yulara,icp,static,5,0.9,clear,21783,0.9763,0.0763,0.1558,240.83
yulara,icp,static,5,0.9,transitional,15436,0.7131,-0.1869,0.1397,831.9
yulara,icp,static,5,0.9,cloudy,3686,0.9696,0.0696,0.1666,224.77
yulara,icp_norm,static,5,0.9,all,40905,0.8909,-0.0091,0.2113,463.25
yulara,icp_norm,static,5,0.9,clear,21783,0.9406,0.0406,0.2441,373.19
yulara,icp_norm,static,5,0.9,transitional,15436,0.7985,-0.1015,0.2026,633.4
yulara,icp_norm,static,5,0.9,cloudy,3686,0.984,0.084,0.2352,282.93
yulara,mondrian,static,5,0.9,all,40905,0.8878,-0.0122,0.1355,366.02
yulara,mondrian,static,5,0.9,clear,21783,0.8899,-0.0101,0.0559,194.21
yulara,mondrian,static,5,0.9,transitional,15436,0.8816,-0.0184,0.2695,649.61
yulara,mondrian,static,5,0.9,cloudy,3686,0.901,0.001,0.0943,193.8
yulara,cqr,static,5,0.9,all,40905,0.8988,-0.0012,0.1446,308.15
yulara,cqr,static,5,0.9,clear,21783,0.904,0.004,0.0807,200.55
yulara,cqr,static,5,0.9,transitional,15436,0.8794,-0.0206,0.2459,477.14
yulara,cqr,static,5,0.9,cloudy,3686,0.949,0.049,0.1789,236.33
yulara,mondrian_cqr,static,5,0.9,all,40905,0.9004,0.0004,0.146,307.26
yulara,mondrian_cqr,static,5,0.9,clear,21783,0.8978,-0.0022,0.0774,200.51
yulara,mondrian_cqr,static,5,0.9,transitional,15436,0.9002,0.0002,0.2559,475.75
yulara,mondrian_cqr,static,5,0.9,cloudy,3686,0.9167,0.0167,0.169,232.54
yulara,cqr,rearranged,5,0.9,all,40905,0.8986,-0.0014,0.1443,308.37
yulara,cqr,rearranged,5,0.9,clear,21783,0.9036,0.0036,0.0807,201.17
yulara,cqr,rearranged,5,0.9,transitional,15436,0.8799,-0.0201,0.2453,476.95
yulara,cqr,rearranged,5,0.9,cloudy,3686,0.9474,0.0474,0.1784,235.94
yulara,mondrian_cqr,rearranged,5,0.9,all,40905,0.9009,0.0009,0.1459,307.5
yulara,mondrian_cqr,rearranged,5,0.9,clear,21783,0.8982,-0.0018,0.0773,201.12
yulara,mondrian_cqr,rearranged,5,0.9,transitional,15436,0.9008,0.0008,0.2556,475.56
yulara,mondrian_cqr,rearranged,5,0.9,cloudy,3686,0.917,0.017,0.169,232.4
yulara,aci,anticipative,5,0.9,all,40905,0.9137,0.0137,0.1738,337.52
yulara,aci,anticipative,5,0.9,clear,21783,0.9153,0.0153,0.0667,142.3
yulara,aci,anticipative,5,0.9,transitional,15436,0.9045,0.0045,0.3501,647.49
yulara,aci,anticipative,5,0.9,cloudy,3686,0.9425,0.0425,0.132,193.12
yulara,aci_regime,anticipative,5,0.9,all,40905,0.9067,0.0067,0.1649,324.32
yulara,aci_regime,anticipative,5,0.9,clear,21783,0.8939,-0.0061,0.07,150.74
yulara,aci_regime,anticipative,5,0.9,transitional,15436,0.9235,0.0235,0.3256,599.56
yulara,aci_regime,anticipative,5,0.9,cloudy,3686,0.9126,0.0126,0.1148,197.53
yulara,aci_g0.01,anticipative,5,0.9,all,40905,0.9123,0.0123,0.1619,371.29
yulara,aci_g0.02,anticipative,5,0.9,all,40905,0.9166,0.0166,0.1657,347.64
yulara,aci_g0.05,anticipative,5,0.9,all,40905,0.9137,0.0137,0.1738,337.52
yulara,aci_g0.1,anticipative,5,0.9,all,40905,0.909,0.009,0.1923,349.97
yulara,aci,delayed,5,0.9,all,40905,0.9137,0.0137,0.1738,337.52
yulara,aci,delayed,5,0.9,clear,21783,0.9153,0.0153,0.0667,142.3
yulara,aci,delayed,5,0.9,transitional,15436,0.9045,0.0045,0.3501,647.49
yulara,aci,delayed,5,0.9,cloudy,3686,0.9425,0.0425,0.132,193.12
yulara,aci_regime,delayed,5,0.9,all,40905,0.9067,0.0067,0.1649,324.32
yulara,aci_regime,delayed,5,0.9,clear,21783,0.8939,-0.0061,0.07,150.74
yulara,aci_regime,delayed,5,0.9,transitional,15436,0.9235,0.0235,0.3256,599.56
yulara,aci_regime,delayed,5,0.9,cloudy,3686,0.9126,0.0126,0.1148,197.53
yulara,aci_g0.01,delayed,5,0.9,all,40905,0.9123,0.0123,0.1619,371.29
yulara,aci_g0.02,delayed,5,0.9,all,40905,0.9166,0.0166,0.1657,347.64
yulara,aci_g0.05,delayed,5,0.9,all,40905,0.9137,0.0137,0.1738,337.52
yulara,aci_g0.1,delayed,5,0.9,all,40905,0.909,0.009,0.1923,349.97
yulara,icp,static,5,0.95,all,40905,0.9347,-0.0153,0.2297,618.41
yulara,icp,static,5,0.95,clear,21783,0.9899,0.0399,0.258,374.24
yulara,icp,static,5,0.95,transitional,15436,0.8439,-0.1061,0.229,1034.77
yulara,icp,static,5,0.95,cloudy,3686,0.9883,0.0383,0.2587,317.81
yulara,icp_norm,static,5,0.95,all,40905,0.9475,-0.0025,0.3598,627.72
yulara,icp_norm,static,5,0.95,clear,21783,0.9591,0.0091,0.42,604.62
yulara,icp_norm,static,5,0.95,transitional,15436,0.9204,-0.0296,0.3462,710.97
yulara,icp_norm,static,5,0.95,cloudy,3686,0.9919,0.0419,0.3632,415.63
yulara,mondrian,static,5,0.95,all,40905,0.9441,-0.0059,0.207,469.56
yulara,mondrian,static,5,0.95,clear,21783,0.9443,-0.0057,0.1128,274.26
yulara,mondrian,static,5,0.95,transitional,15436,0.9413,-0.0087,0.3779,794.37
yulara,mondrian,static,5,0.95,cloudy,3686,0.9552,0.0052,0.1371,263.51
yulara,cqr,static,5,0.95,all,40905,0.9495,-0.0005,0.2222,401.44
yulara,cqr,static,5,0.95,clear,21783,0.9406,-0.0094,0.1457,281.72
yulara,cqr,static,5,0.95,transitional,15436,0.9518,0.0018,0.3362,572.06
yulara,cqr,static,5,0.95,cloudy,3686,0.9919,0.0419,0.3484,394.43
yulara,mondrian_cqr,static,5,0.95,all,40905,0.9497,-0.0003,0.2235,396.92
yulara,mondrian_cqr,static,5,0.95,clear,21783,0.95,0.0,0.1628,279.69
yulara,mondrian_cqr,static,5,0.95,transitional,15436,0.9464,-0.0036,0.3282,572.47
yulara,mondrian_cqr,static,5,0.95,cloudy,3686,0.9623,0.0123,0.2938,354.51
yulara,cqr,rearranged,5,0.95,all,40905,0.9498,-0.0002,0.2229,402.2
yulara,cqr,rearranged,5,0.95,clear,21783,0.9408,-0.0092,0.1469,283.33
yulara,cqr,rearranged,5,0.95,transitional,15436,0.9524,0.0024,0.3367,571.79
yulara,cqr,rearranged,5,0.95,cloudy,3686,0.9919,0.0419,0.3486,394.51
yulara,mondrian_cqr,rearranged,5,0.95,all,40905,0.95,0.0,0.2242,397.54
yulara,mondrian_cqr,rearranged,5,0.95,clear,21783,0.95,0.0,0.1639,281.32
yulara,mondrian_cqr,rearranged,5,0.95,transitional,15436,0.9467,-0.0033,0.3284,572.1
yulara,mondrian_cqr,rearranged,5,0.95,cloudy,3686,0.9639,0.0139,0.2942,353.4
yulara,aci,anticipative,5,0.95,all,40905,0.9623,0.0123,0.2539,454.39
yulara,aci,anticipative,5,0.95,clear,21783,0.9658,0.0158,0.1317,233.38
yulara,aci,anticipative,5,0.95,transitional,15436,0.9531,0.0031,0.4655,811.5
yulara,aci,anticipative,5,0.95,cloudy,3686,0.9799,0.0299,0.2033,264.98
yulara,aci_regime,anticipative,5,0.95,all,40905,0.9551,0.0051,0.2281,419.61
yulara,aci_regime,anticipative,5,0.95,clear,21783,0.9486,-0.0014,0.1093,216.67
yulara,aci_regime,anticipative,5,0.95,transitional,15436,0.9637,0.0137,0.4339,742.24
yulara,aci_regime,anticipative,5,0.95,cloudy,3686,0.9571,0.0071,0.1621,267.78
yulara,aci_g0.01,anticipative,5,0.95,all,40905,0.9657,0.0157,0.2499,481.48
yulara,aci_g0.02,anticipative,5,0.95,all,40905,0.967,0.017,0.2504,463.02
yulara,aci_g0.05,anticipative,5,0.95,all,40905,0.9623,0.0123,0.2539,454.39
yulara,aci_g0.1,anticipative,5,0.95,all,40905,0.9581,0.0081,0.2729,467.3
yulara,aci,delayed,5,0.95,all,40905,0.9623,0.0123,0.2539,454.39
yulara,aci,delayed,5,0.95,clear,21783,0.9658,0.0158,0.1317,233.38
yulara,aci,delayed,5,0.95,transitional,15436,0.9531,0.0031,0.4655,811.5
yulara,aci,delayed,5,0.95,cloudy,3686,0.9799,0.0299,0.2033,264.98
yulara,aci_regime,delayed,5,0.95,all,40905,0.9551,0.0051,0.2281,419.61
yulara,aci_regime,delayed,5,0.95,clear,21783,0.9486,-0.0014,0.1093,216.67
yulara,aci_regime,delayed,5,0.95,transitional,15436,0.9637,0.0137,0.4339,742.24
yulara,aci_regime,delayed,5,0.95,cloudy,3686,0.9571,0.0071,0.1621,267.78
yulara,aci_g0.01,delayed,5,0.95,all,40905,0.9657,0.0157,0.2499,481.48
yulara,aci_g0.02,delayed,5,0.95,all,40905,0.967,0.017,0.2504,463.02
yulara,aci_g0.05,delayed,5,0.95,all,40905,0.9623,0.0123,0.2539,454.39
yulara,aci_g0.1,delayed,5,0.95,all,40905,0.9581,0.0081,0.2729,467.3
yulara,icp,static,60,0.8,all,36794,0.7525,-0.0475,0.1613,537.35
yulara,icp,static,60,0.8,clear,19929,0.9325,0.1325,0.1781,318.4
yulara,icp,static,60,0.8,transitional,13590,0.5171,-0.2829,0.1612,839.87
yulara,icp,static,60,0.8,cloudy,3275,0.6339,-0.1661,0.1847,614.32
yulara,icp_norm,static,60,0.8,all,36794,0.7749,-0.0251,0.2368,527.16
yulara,icp_norm,static,60,0.8,clear,19929,0.8977,0.0977,0.2637,414.59
yulara,icp_norm,static,60,0.8,transitional,13590,0.5973,-0.2027,0.235,697.99
yulara,icp_norm,static,60,0.8,cloudy,3275,0.764,-0.036,0.2665,503.31
yulara,mondrian,static,60,0.8,all,36794,0.7968,-0.0032,0.1759,446.4
yulara,mondrian,static,60,0.8,clear,19929,0.821,0.021,0.0897,270.83
yulara,mondrian,static,60,0.8,transitional,13590,0.7699,-0.0301,0.3043,677.96
yulara,mondrian,static,60,0.8,cloudy,3275,0.7615,-0.0385,0.2564,553.92
yulara,cqr,static,60,0.8,all,36794,0.8234,0.0234,0.1857,373.97
yulara,cqr,static,60,0.8,clear,19929,0.8382,0.0382,0.0928,224.23
yulara,cqr,static,60,0.8,transitional,13590,0.7925,-0.0075,0.3043,559.83
yulara,cqr,static,60,0.8,cloudy,3275,0.8614,0.0614,0.3669,513.88
yulara,mondrian_cqr,static,60,0.8,all,36794,0.8228,0.0228,0.1856,373.59
yulara,mondrian_cqr,static,60,0.8,clear,19929,0.8387,0.0387,0.0929,224.26
yulara,mondrian_cqr,static,60,0.8,transitional,13590,0.8018,0.0018,0.3079,559.75
yulara,mondrian_cqr,static,60,0.8,cloudy,3275,0.8134,0.0134,0.348,509.83
yulara,cqr,rearranged,60,0.8,all,36794,0.8252,0.0252,0.1861,373.98
yulara,cqr,rearranged,60,0.8,clear,19929,0.8414,0.0414,0.0932,223.96
yulara,cqr,rearranged,60,0.8,transitional,13590,0.7929,-0.0071,0.3049,560.11
yulara,cqr,rearranged,60,0.8,cloudy,3275,0.8611,0.0611,0.3675,514.5
yulara,mondrian_cqr,rearranged,60,0.8,all,36794,0.8247,0.0247,0.186,373.63
yulara,mondrian_cqr,rearranged,60,0.8,clear,19929,0.8424,0.0424,0.0935,224.03
yulara,mondrian_cqr,rearranged,60,0.8,transitional,13590,0.8015,0.0015,0.3081,560.05
yulara,mondrian_cqr,rearranged,60,0.8,cloudy,3275,0.8131,0.0131,0.3481,510.42
yulara,aci,anticipative,60,0.8,all,36794,0.8265,0.0265,0.1878,351.09
yulara,aci,anticipative,60,0.8,clear,19929,0.8164,0.0164,0.0981,198.48
yulara,aci,anticipative,60,0.8,transitional,13590,0.84,0.04,0.3223,557.19
yulara,aci,anticipative,60,0.8,cloudy,3275,0.8311,0.0311,0.2719,424.5
yulara,aci_regime,anticipative,60,0.8,all,36794,0.8185,0.0185,0.19,370.01
yulara,aci_regime,anticipative,60,0.8,clear,19929,0.7935,-0.0065,0.0955,205.99
yulara,aci_regime,anticipative,60,0.8,transitional,13590,0.852,0.052,0.3319,589.57
yulara,aci_regime,anticipative,60,0.8,cloudy,3275,0.8318,0.0318,0.2714,457.05
yulara,aci_g0.01,anticipative,60,0.8,all,36794,0.8234,0.0234,0.188,426.0
yulara,aci_g0.02,anticipative,60,0.8,all,36794,0.8352,0.0352,0.1898,385.29
yulara,aci_g0.05,anticipative,60,0.8,all,36794,0.8265,0.0265,0.1878,351.09
yulara,aci_g0.1,anticipative,60,0.8,all,36794,0.8183,0.0183,0.1995,354.86
yulara,aci,delayed,60,0.8,all,36794,0.8058,0.0058,0.3167,582.57
yulara,aci,delayed,60,0.8,clear,19929,0.7938,-0.0062,0.1812,341.14
yulara,aci,delayed,60,0.8,transitional,13590,0.8201,0.0201,0.5163,898.47
yulara,aci,delayed,60,0.8,cloudy,3275,0.8198,0.0198,0.4874,740.88
yulara,aci_regime,delayed,60,0.8,all,36794,0.7873,-0.0127,0.2593,524.95
yulara,aci_regime,delayed,60,0.8,clear,19929,0.7549,-0.0451,0.1571,336.75
yulara,aci_regime,delayed,60,0.8,transitional,13590,0.829,0.029,0.4194,775.67
yulara,aci_regime,delayed,60,0.8,cloudy,3275,0.811,0.011,0.3585,629.86
yulara,aci_g0.01,delayed,60,0.8,all,36794,0.8109,0.0109,0.2093,493.43
yulara,aci_g0.02,delayed,60,0.8,all,36794,0.8226,0.0226,0.2506,516.05
yulara,aci_g0.05,delayed,60,0.8,all,36794,0.8058,0.0058,0.3167,582.57
yulara,aci_g0.1,delayed,60,0.8,all,36794,0.799,-0.001,0.4288,732.14
yulara,icp,static,60,0.9,all,36794,0.8702,-0.0298,0.2805,700.68
yulara,icp,static,60,0.9,clear,19929,0.9679,0.0679,0.3118,500.86
yulara,icp,static,60,0.9,transitional,13590,0.7353,-0.1647,0.28,989.95
yulara,icp,static,60,0.9,cloudy,3275,0.8348,-0.0652,0.3099,716.3
yulara,icp_norm,static,60,0.9,all,36794,0.8923,-0.0077,0.3909,686.22
yulara,icp_norm,static,60,0.9,clear,19929,0.9339,0.0339,0.4379,633.67
yulara,icp_norm,static,60,0.9,transitional,13590,0.8229,-0.0771,0.3896,780.42
yulara,icp_norm,static,60,0.9,cloudy,3275,0.927,0.027,0.4133,615.04
yulara,mondrian,static,60,0.9,all,36794,0.8981,-0.0019,0.2548,576.63
yulara,mondrian,static,60,0.9,clear,19929,0.8997,-0.0003,0.1411,403.79
yulara,mondrian,static,60,0.9,transitional,13590,0.8948,-0.0052,0.4249,809.24
yulara,mondrian,static,60,0.9,cloudy,3275,0.9014,0.0014,0.3764,663.09
yulara,cqr,static,60,0.9,all,36794,0.9094,0.0094,0.2686,480.82
yulara,cqr,static,60,0.9,clear,19929,0.9048,0.0048,0.1683,333.07
yulara,cqr,static,60,0.9,transitional,13590,0.903,0.003,0.3919,653.57
yulara,cqr,static,60,0.9,cloudy,3275,0.9637,0.0637,0.5449,663.09
yulara,mondrian_cqr,static,60,0.9,all,36794,0.9078,0.0078,0.2681,479.42
yulara,mondrian_cqr,static,60,0.9,clear,19929,0.9085,0.0085,0.1722,333.38
yulara,mondrian_cqr,static,60,0.9,transitional,13590,0.9032,0.0032,0.3922,653.57
yulara,mondrian_cqr,static,60,0.9,cloudy,3275,0.9224,0.0224,0.5103,645.39
yulara,cqr,rearranged,60,0.9,all,36794,0.9089,0.0089,0.2681,480.95
yulara,cqr,rearranged,60,0.9,clear,19929,0.9044,0.0044,0.1679,332.81
yulara,cqr,rearranged,60,0.9,transitional,13590,0.902,0.002,0.3913,654.5
yulara,cqr,rearranged,60,0.9,cloudy,3275,0.9649,0.0649,0.5441,662.2
yulara,mondrian_cqr,rearranged,60,0.9,all,36794,0.9073,0.0073,0.2678,479.49
yulara,mondrian_cqr,rearranged,60,0.9,clear,19929,0.9075,0.0075,0.1711,333.03
yulara,mondrian_cqr,rearranged,60,0.9,transitional,13590,0.9035,0.0035,0.3931,654.51
yulara,mondrian_cqr,rearranged,60,0.9,cloudy,3275,0.9221,0.0221,0.5099,644.37
yulara,aci,anticipative,60,0.9,all,36794,0.9286,0.0286,0.2604,449.47
yulara,aci,anticipative,60,0.9,clear,19929,0.9291,0.0291,0.1627,291.61
yulara,aci,anticipative,60,0.9,transitional,13590,0.9271,0.0271,0.4167,671.22
yulara,aci,anticipative,60,0.9,cloudy,3275,0.9313,0.0313,0.3495,489.92
yulara,aci_regime,anticipative,60,0.9,all,36794,0.9192,0.0192,0.2576,455.83
yulara,aci_regime,anticipative,60,0.9,clear,19929,0.907,0.007,0.143,272.3
yulara,aci_regime,anticipative,60,0.9,transitional,13590,0.9354,0.0354,0.4339,706.45
yulara,aci_regime,anticipative,60,0.9,cloudy,3275,0.9261,0.0261,0.357,532.63
yulara,aci_g0.01,anticipative,60,0.9,all,36794,0.9313,0.0313,0.2943,544.72
yulara,aci_g0.02,anticipative,60,0.9,all,36794,0.9377,0.0377,0.2807,495.65
yulara,aci_g0.05,anticipative,60,0.9,all,36794,0.9286,0.0286,0.2604,449.47
yulara,aci_g0.1,anticipative,60,0.9,all,36794,0.9183,0.0183,0.2645,445.85
yulara,aci,delayed,60,0.9,all,36794,0.8998,-0.0002,0.3944,717.56
yulara,aci,delayed,60,0.9,clear,19929,0.8884,-0.0116,0.2367,469.03
yulara,aci,delayed,60,0.9,transitional,13590,0.9138,0.0138,0.6264,1040.44
yulara,aci,delayed,60,0.9,cloudy,3275,0.9115,0.0115,0.6175,890.09
yulara,aci_regime,delayed,60,0.9,all,36794,0.8762,-0.0238,0.3191,658.66
yulara,aci_regime,delayed,60,0.9,clear,19929,0.8509,-0.0491,0.1893,459.62
yulara,aci_regime,delayed,60,0.9,transitional,13590,0.9082,0.0082,0.5177,920.59
yulara,aci_regime,delayed,60,0.9,cloudy,3275,0.898,-0.002,0.4606,782.92
yulara,aci_g0.01,delayed,60,0.9,all,36794,0.9194,0.0194,0.3367,651.66
yulara,aci_g0.02,delayed,60,0.9,all,36794,0.9194,0.0194,0.3657,671.12
yulara,aci_g0.05,delayed,60,0.9,all,36794,0.8998,-0.0002,0.3944,717.56
yulara,aci_g0.1,delayed,60,0.9,all,36794,0.8861,-0.0139,0.4574,794.61
yulara,icp,static,60,0.95,all,36794,0.94,-0.01,0.407,844.82
yulara,icp,static,60,0.95,clear,19929,0.9811,0.0311,0.4556,696.7
yulara,icp,static,60,0.95,transitional,13590,0.8801,-0.0699,0.4058,1070.06
yulara,icp,static,60,0.95,cloudy,3275,0.938,-0.012,0.4313,811.55
yulara,icp_norm,static,60,0.95,all,36794,0.9508,0.0008,0.5509,857.28
yulara,icp_norm,static,60,0.95,clear,19929,0.9568,0.0068,0.6229,857.35
yulara,icp_norm,static,60,0.95,transitional,13590,0.9368,-0.0132,0.551,890.24
yulara,icp_norm,static,60,0.95,cloudy,3275,0.9725,0.0225,0.5351,720.08
yulara,mondrian,static,60,0.95,all,36794,0.9461,-0.0039,0.3293,734.63
yulara,mondrian,static,60,0.95,clear,19929,0.9433,-0.0067,0.2043,591.2
yulara,mondrian,static,60,0.95,transitional,13590,0.9474,-0.0026,0.5203,934.28
yulara,mondrian,static,60,0.95,cloudy,3275,0.9576,0.0076,0.4849,778.97
yulara,cqr,static,60,0.95,all,36794,0.9522,0.0022,0.3608,591.76
yulara,cqr,static,60,0.95,clear,19929,0.946,-0.004,0.2717,450.53
yulara,cqr,static,60,0.95,transitional,13590,0.9518,0.0018,0.4849,759.03
yulara,cqr,static,60,0.95,cloudy,3275,0.9915,0.0415,0.6365,756.99
yulara,mondrian_cqr,static,60,0.95,all,36794,0.9525,0.0025,0.3592,588.2
yulara,mondrian_cqr,static,60,0.95,clear,19929,0.9545,0.0045,0.2854,450.22
yulara,mondrian_cqr,static,60,0.95,transitional,13590,0.9462,-0.0038,0.4744,760.34
yulara,mondrian_cqr,static,60,0.95,cloudy,3275,0.9658,0.0158,0.5758,713.57
yulara,cqr,rearranged,60,0.95,all,36794,0.9522,0.0022,0.3608,591.4
yulara,cqr,rearranged,60,0.95,clear,19929,0.9457,-0.0043,0.272,452.23
yulara,cqr,rearranged,60,0.95,transitional,13590,0.9524,0.0024,0.4844,755.77
yulara,cqr,rearranged,60,0.95,cloudy,3275,0.9918,0.0418,0.636,756.15
yulara,mondrian_cqr,rearranged,60,0.95,all,36794,0.9522,0.0022,0.359,587.68
yulara,mondrian_cqr,rearranged,60,0.95,clear,19929,0.9538,0.0038,0.2861,451.8
yulara,mondrian_cqr,rearranged,60,0.95,transitional,13590,0.9464,-0.0036,0.4731,757.01
yulara,mondrian_cqr,rearranged,60,0.95,cloudy,3275,0.9664,0.0164,0.5749,711.89
yulara,aci,anticipative,60,0.95,all,36794,0.973,0.023,0.3549,582.3
yulara,aci,anticipative,60,0.95,clear,19929,0.9775,0.0275,0.2662,432.04
yulara,aci,anticipative,60,0.95,transitional,13590,0.9669,0.0169,0.5164,801.32
yulara,aci,anticipative,60,0.95,cloudy,3275,0.9704,0.0204,0.4381,587.78
yulara,aci_regime,anticipative,60,0.95,all,36794,0.9644,0.0144,0.3258,549.41
yulara,aci_regime,anticipative,60,0.95,clear,19929,0.9591,0.0091,0.1991,350.52
yulara,aci_regime,anticipative,60,0.95,transitional,13590,0.9712,0.0212,0.5267,821.48
yulara,aci_regime,anticipative,60,0.95,cloudy,3275,0.9679,0.0179,0.4407,630.7
yulara,aci_g0.01,anticipative,60,0.95,all,36794,0.9706,0.0206,0.4022,678.76
yulara,aci_g0.02,anticipative,60,0.95,all,36794,0.9747,0.0247,0.384,634.73
yulara,aci_g0.05,anticipative,60,0.95,all,36794,0.973,0.023,0.3549,582.3
yulara,aci_g0.1,anticipative,60,0.95,all,36794,0.9661,0.0161,0.3447,562.55
yulara,aci,delayed,60,0.95,all,36794,0.9511,0.0011,0.4501,836.79
yulara,aci,delayed,60,0.95,clear,19929,0.9534,0.0034,0.3173,618.2
yulara,aci,delayed,60,0.95,transitional,13590,0.9478,-0.0022,0.659,1129.9
yulara,aci,delayed,60,0.95,cloudy,3275,0.9515,0.0015,0.6697,950.66
yulara,aci_regime,delayed,60,0.95,all,36794,0.9221,-0.0279,0.3628,787.25
yulara,aci_regime,delayed,60,0.95,clear,19929,0.9013,-0.0487,0.2168,610.54
yulara,aci_regime,delayed,60,0.95,transitional,13590,0.949,-0.001,0.5887,1024.67
yulara,aci_regime,delayed,60,0.95,cloudy,3275,0.9368,-0.0132,0.5131,877.37
yulara,aci_g0.01,delayed,60,0.95,all,36794,0.9596,0.0096,0.4472,813.16
yulara,aci_g0.02,delayed,60,0.95,all,36794,0.9612,0.0112,0.4567,816.86
yulara,aci_g0.05,delayed,60,0.95,all,36794,0.9511,0.0011,0.4501,836.79
yulara,aci_g0.1,delayed,60,0.95,all,36794,0.9253,-0.0247,0.4572,883.75
yulara,icp,static,15,0.8,all,40094,0.7601,-0.0399,0.1133,429.24
yulara,icp,static,15,0.8,clear,21496,0.9293,0.1293,0.1212,215.87
yulara,icp,static,15,0.8,transitional,14988,0.5081,-0.2919,0.1132,765.38
yulara,icp,static,15,0.8,cloudy,3610,0.7986,-0.0014,0.1245,304.12
yulara,icp_norm,static,15,0.8,all,40094,0.7767,-0.0233,0.1616,428.29
yulara,icp_norm,static,15,0.8,clear,21496,0.9102,0.1102,0.1783,295.46
yulara,icp_norm,static,15,0.8,transitional,14988,0.5617,-0.2383,0.1563,649.65
yulara,icp_norm,static,15,0.8,cloudy,3610,0.8748,0.0748,0.1687,300.2
yulara,mondrian,static,15,0.8,all,40094,0.7919,-0.0081,0.122,348.6
yulara,mondrian,static,15,0.8,clear,21496,0.8001,0.0001,0.0339,172.29
yulara,mondrian,static,15,0.8,transitional,14988,0.7775,-0.0225,0.254,612.26
